objid ra dec u g r i z redshift
1237659326031332092 250.622231986358 35.9715834984409 21.82706 21.66998 20.38387 19.27827 18.8 0.5733056
1237659326031332185 250.741453834054 36.0227946715807 22.27804 21.3642 19.91874 19.15683 18.62339 0.5615185
1237659326567809192 250.348869690682 36.8989740483981 17.93517 16.01443 15.08386 14.60971 14.2689 0.06077347
1237659326567809319 250.428746932247 36.881758096259 19.43452 17.77731 17.0166 16.59203 16.2852 0.03106657
1237659326567809615 250.404153739948 36.9000614343346 18.78048 17.51208 16.93419 16.62751 16.40507 0.03050323
1237659326567874581 250.459144372794 36.8743518388036 22.88194 21.28329 19.72156 18.88413 18.46474 0.3475443
1237659326567875229 250.391994796127 36.8228808011775 23.81714 22.32873 20.8877 19.71171 19.26058 0.5509821
1237659326567875256 250.495635850473 36.8766716505349 23.45798 21.48495 20.64405 19.87861 20.08751 0.2252621
1237659326567875460 250.565486244311 36.8432454295899 22.89731 21.36329 19.58443 18.88897 18.47517 0.4461288
1237659326567940309 250.679390137875 36.8021799516786 20.61212 18.55716 17.56647 17.10368 16.76358 0.09909928
1237659326567941244 250.720528217586 36.7229784836927 26.05314 22.40815 20.96492 19.7487 19.18607 0.5734238
1237659326568137558 250.952997757205 36.3218370135245 22.06045 21.52105 20.25416 19.43745 19.16468 0.578932
1237659326568137687 251.041035357641 36.3316953108309 23.30649 21.41008 19.56379 18.79934 18.38945 0.434751
1237659326568203065 251.002237501039 36.2308261620802 24.85937 22.27062 20.533 19.62497 19.26708 0.5105545
1237659330316861666 249.805285946581 36.6537360679463 20.20453 18.21512 17.30813 16.90077 16.62816 0.08270136
1237659330316862353 249.791593187161 36.5728509789969 24.33222 22.47591 20.67099 19.65751 19.29959 0.5782514
1237659330316862600 249.784983689378 36.5945394158517 26.84504 22.49968 20.66582 19.52817 19.21332 0.5798556
1237659330316927248 249.796401800284 36.5149824848153 20.45834 18.46179 17.25984 16.79413 16.44248 0.1648223
1237659330316927288 249.874478366868 36.530833871389 20.66549 18.00319 16.78307 16.32464 16.02789 0.7740985
1237659330316927289 249.870752987919 36.5306421974896 20.74696 19.1425 17.91585 17.43963 17.12928 0.165737
1237659330316927309 249.946526253392 36.5710238840111 19.30756 17.31374 16.32817 15.90747 15.58684 0.08356036
1237659330316927704 249.846169655155 36.5401266621889 23.08428 21.53356 20.13586 19.18171 18.81014 0.5794868
1237659330316927984 249.821375307896 36.4188312432953 21.7632 21.3371 19.40768 18.63021 18.26675 0.4475342
1237659330316992775 250.002700928329 36.4278959232561 20.98848 18.7366 17.53045 16.98443 16.54293 0.1626231
1237659330316993188 249.881722721141 36.3875124848304 21.99209 21.37487 19.85156 19.01809 18.73394 0.4881281
1237659330316993468 249.947796359423 36.3332277515893 22.84176 23.02558 20.77371 19.58666 19.27672 0.5585238
1237659330316993856 249.952301206269 36.3205826179143 24.21048 22.98001 20.44668 19.24632 18.79968 0.6570073
1237659330317189271 250.257828435438 36.0856694472417 26.16818 21.43747 19.77553 19.0734 18.64745 0.4241815
1237659330317189316 250.321199085615 36.096452920747 18.70713 17.03317 16.20618 15.81634 15.50269 0.06975675
1237659330317189823 250.376471939595 36.0929778638636 24.34306 21.57118 20.16834 19.24891 18.78398 0.4908318
1237659330853798556 250.146331096926 36.7396657450867 21.82092 21.19294 19.44744 18.75308 18.3237 0.4192829
1237655373038289157 250.768684925234 36.7834622070164 20.36345 18.41003 17.37389 16.92937 16.60169 0.1309201
1237655373038354587 250.799964902023 36.5336846481027 20.74193 18.83735 17.76567 24.36182 16.92352 0.1240924
1237655373038354837 250.903869743794 36.6435015909258 19.42371 18.21411 17.61283 17.26912 17.0926 0.09814879
1237655373038355146 250.902505161901 36.6483004181532 24.60102 21.21595 19.46484 18.75567 18.33355 0.4099662
1237655471822340504 250.119054762132 36.8472605094516 18.90688 16.89497 15.81551 15.37095 15.00884 0.106515
1237655471822406401 250.273338304397 36.8505324312197 25.77392 21.75237 19.91433 18.98858 18.59545 0.508819
1237655471822406412 250.188609658624 36.7938614182046 22.82814 21.82488 20.19961 19.29007 18.86476 0.4832986
1237655471822471900 250.311411196895 36.6798801181549 20.39263 18.62998 17.70382 17.30626 16.96752 0.09893128
1237655471822471958 250.307525355989 36.6479830859586 20.54692 18.73335 17.65273 17.22881 16.94221 0.185802
1237655471822473104 250.306258921723 36.6362308331208 23.69173 22.29416 20.82148 19.86047 19.26592 0.5743685
1237655471822473177 250.450349286319 36.698934700113 22.56794 22.33677 20.41766 19.50531 18.96106 0.5359328
1237655471822473305 250.493211497575 36.693069973866 24.61506 23.30974 20.61941 19.44532 18.98439 0.6347711
1237655471822667939 250.856255125276 36.3152415038324 25.09154 20.88423 19.06557 18.45082 18.13045 0.3382332
1237655471822668131 250.749218014429 36.3736414753181 20.251 18.71463 17.78752 17.34259 17.06422 0.1663208
1237655471822668244 250.723744749887 36.2519180504825 21.04781 18.26662 16.84729 15.91275 15.44069 -1.528718e-05
1237655471822668455 250.637519819349 36.3077219072616 25.13553 21.04203 19.23951 18.50521 18.01281 0.4156134
1237655471822668491 250.815019944727 36.3174838895977 22.50747 21.53028 19.47557 18.27433 17.74963 0.5097747
1237655471822668675 250.795339173708 36.2475487785783 24.38783 22.37242 20.59676 19.57616 19.03897 0.5618461
1237655471822733860 250.81155900813 36.1208581166146 23.27754 20.83265 19.31015 18.54834 18.20108 0.4500408
1237655472359473523 250.985071243567 36.6234876560133 20.07059 18.23627 17.20428 16.75943 16.41544 0.1313833
1237659244412600481 250.192517313688 36.1427031568796 27.52123 21.40547 19.63664 18.90601 18.56123 0.5286553
1237659244412600769 250.215868566234 36.1245612567283 18.93409 17.73111 17.31991 17.04389 16.86541 0.08422667
1237659325494133824 249.844965748446 36.3438176878482 24.90955 22.23241 20.28284 19.38195 18.91667 0.4901472
1237659326030938309 249.932314735323 36.7008628759834 18.62558 17.27752 16.63926 16.26537 16.00721 0.03726039
1237659326030938642 249.950866682972 36.6109825498149 25.34358 20.49127 18.77471 18.05719 17.70019 0.4139176
1237659326030938892 250.00945913311 36.7700242668365 23.10558 21.61357 20.07282 19.23786 18.78593 0.5068281
1237659326030938984 249.930392896101 36.6917895618416 23.74458 21.81822 20.11293 19.06661 18.72737 0.5017855
1237659326031003965 250.053867810035 36.6132177866176 19.98852 18.28059 17.39416 16.97078 16.62094 0.09875882
1237659326031004513 250.086182400812 36.4687981088401 20.71213 18.95543 17.73709 17.22218 16.88991 0.1861199
1237659326031004538 250.176669596051 36.5211001101185 24.22565 21.96215 20.32172 19.47006 19.0499 0.4840385
1237659326031004827 250.1927716386 36.5445321863491 24.81957 22.54349 20.76786 19.73967 19.21014 0.5261289
1237659326031005294 250.132074715252 36.6007793205256 24.09806 21.12988 19.45992 18.52618 17.98681 0.5033615
1237659326031005442 250.14771900502 36.5733830619543 25.9719 22.33944 20.30005 19.4236 19.12456 0.4835066
1237659326031200547 250.436086470496 36.2530419508364 19.17947 18.29668 17.75523 17.41152 17.24883 0.1722982
1237659326031200697 250.555204424201 36.2644441664716 18.58916 17.43702 16.88899 16.55959 16.36684 0.08225832
1237659326031201552 250.599144739565 36.2292003060226 20.79822 18.78125 17.62209 17.14919 16.83987 0.1657651
1237659326031201712 250.467474476536 36.233644834052 26.77225 20.85044 19.06475 18.28569 17.8374 0.4103
1237659326031202636 250.483862921527 36.1923330680582 25.89512 20.74306 18.96863 18.35717 17.8383 0.360752
1237659326031266254 250.628951948454 36.0668375329284 18.81471 17.77742 17.37312 17.09374 16.95555 0.1062834
1237659326031266726 250.69097413263 36.1658407966006 22.40143 21.52295 19.96462 19.34567 18.75891 0.4101469
1237659326031266767 250.615248613435 36.0982332809069 21.58057 21.59649 20.71986 19.80772 19.44328 0.192885
1237659326031332020 250.732937961892 36.0755591183539 21.58336 21.17071 19.34285 18.71144 18.39695 0.4366822
1237659326567875126 250.608072871323 36.8911366362619 21.74299 21.31111 20.31008 19.54674 19.15066 0.5747072
1237659326567875146 250.595426223464 36.8456099323247 23.97133 22.12882 20.49499 19.65971 19.20663 0.4542004
1237659326567875225 250.536264466648 36.9149688243869 23.74531 21.86785 20.22826 19.01428 18.48972 0.5903089
1237659326567875342 250.570165053585 36.9010279472247 23.57372 21.10463 19.31041 18.67217 18.24049 0.3413254
1237659326567940132 250.533601086596 36.6840883635889 17.19803 15.59044 14.8268 14.40754 14.11849 0.03646685
1237659326567940496 250.683082996089 36.6953184581718 20.28885 18.65342 17.53915 17.03248 16.66517 0.1669885
1237659326567941146 250.65993350299 36.7230088934267 26.88369 22.32186 20.62557 19.56505 19.15472 0.5146674
1237659326567941174 250.667022343291 36.7189731093212 23.98999 21.78008 20.07867 19.04811 18.56134 0.5394539
1237659326568137474 250.992211704612 36.3848588885977 26.77689 21.47541 19.57443 18.84595 18.33753 0.4353751
1237659330316926989 249.895214293093 36.6126007865067 19.78354 18.35079 17.41308 16.99074 16.7729 0.1644268
1237659330316927236 249.812148314932 36.544845845949 20.19366 18.72681 17.77185 17.27037 16.94841 0.08652368
1237659330316927332 249.95505182629 36.5334961540634 19.45047 17.33872 16.40744 15.89196 15.50836 0.08268552
1237659330316928210 249.92846515424 36.5469305603948 23.7749 22.68483 20.74243 19.81986 19.41442 0.4871128
1237659330316992541 250.012273894391 36.4841029574736 23.27112 21.53409 19.52877 18.68989 18.38899 0.5072265
1237659330316992984 250.076425419058 36.448141781736 20.74804 18.81999 17.57766 17.11013 16.78884 0.1855505
1237659330316993124 249.903442504389 36.4242331706339 24.40154 21.61822 19.83403 18.9011 18.34383 0.4887221
1237659330316993131 249.887696050704 36.4105172006098 23.93954 22.25036 20.57232 19.75981 19.40311 0.4875543
1237659330316993263 250.016127616394 36.4452862669188 22.32342 20.38747 18.81766 18.18103 17.83467 0.3732288
1237659330316993733 249.885980589198 36.3838090373174 26.50039 22.60462 20.69278 19.7638 19.47301 0.5567504
1237659330316993822 250.050107884247 36.4023659378904 24.38877 22.49317 21.00627 19.81599 19.16747 0.6576977
1237659330317058884 250.060659338371 36.26717492634 23.98397 22.1545 20.7466 19.80385 19.11624 0.5078923
1237659330317058926 250.02584249539 36.2301932993876 23.5967 20.97833 19.1666 18.48081 18.07794 0.4112119
1237659330317058989 250.134223962489 36.274805451586 22.29655 22.08038 20.84027 19.82556 19.39436 0.6816303
1237659330317059081 250.111798498042 36.2228838653425 23.75457 22.3252 20.44965 19.58213 19.08877 0.507709
1237659330317059084 250.231227791941 36.2957817052222 21.36735 21.2395 20.7109 19.88589 19.79821 0.7305431
1237659330317189694 250.236191644557 36.0531753107081 21.70697 21.20448 19.60352 18.81923 18.61823 0.5003908
1237659330317189726 250.30175906029 36.0815310908933 25.8889 23.16413 20.94773 19.74498 19.49542 0.5635776
1237659330317189821 250.399029711358 36.1102998407838 22.03548 22.25942 20.56406 19.65296 19.03341 0.4913007
1237659330317189841 250.232143404088 35.9979729926956 25.95993 21.76025 20.23912 19.36669 18.8976 0.5277148
1237659330317255281 250.41884017666 35.9985782755721 22.60574 22.28783 20.5394 19.45761 19.30667 0.6087013
1237659330853798872 250.246700478525 36.6878654151862 25.32315 21.31826 19.50465 18.76503 18.30944 0.4127652
objid ra dec u g r i z redshift
1237665442056700146 205.46532957885 28.4327709645659 15.56573 14.15378 13.44842 12.8033 13.91193 -0.0005150668
1237665442056701438 205.474480204818 28.5026140382628 22.70613 22.80951 20.90772 19.78933 19.3445 0.5690873
1237665442056701004 205.480251150112 28.5216355917726 25.03433 22.33573 20.57132 19.58577 19.41777 0.5071079
1237665428630602308 205.146485182402 28.4205528414806 23.95561 22.70011 21.18982 20.01934 19.47338 0.7176834
1237665428630602372 205.17741951488 28.4500040250128 22.35385 21.60679 19.96143 19.14913 18.7015 0.4626713
1237665428630602450 205.182850917143 28.3665331925124 25.5693 22.11223 20.53071 19.71167 19.31101 0.4641671
1237665428630667912 205.269563286885 28.3436064692832 21.64019 19.31828 17.87537 17.36169 17.00058 0.2326199
1237665428630669664 205.332784686065 28.2896229670739 22.50405 21.69044 19.92887 18.97257 18.62659 0.5337915
1237665428630670055 205.295885471045 28.2329348110659 22.12071 22.26301 20.75095 19.62674 19.232 0.5847912
1237665428630863915 205.782558605382 28.20862096571 24.26073 22.14232 20.30632 19.41427 19.09844 0.4619996
1237665428630864247 205.809347523965 28.2768009187885 18.98913 17.95838 17.53869 17.29936 17.12549 0.05472903
1237665428630864376 205.917369762329 28.3253948176577 17.97873 16.04992 15.12025 14.70779 14.36828 0.07546844
1237665428630864388 205.912505367932 28.3046408194636 20.1009 18.72947 17.64408 17.16595 16.84958 0.2142489
1237665428630864391 205.915423047605 28.2895190715288 21.09597 19.19051 17.86825 17.32153 16.93974 0.2143154
1237665428630864946 205.792078614909 28.2867116640697 23.78325 22.26002 20.68195 19.74427 19.55432 0.5019987
1237665428630865171 205.854538743185 28.2662129241914 22.60273 21.68681 19.65321 18.70775 18.22311 0.5019745
1237665428630929486 205.921528649417 28.2527265706187 19.36 17.53503 16.56297 16.13894 15.79596 0.1145778
1237665429167538300 205.384128901799 28.7251666568156 19.71898 18.4534 17.82411 17.47756 17.23694 0.09812746
1237665429167538325 205.399005970614 28.7028152170858 19.68608 17.57557 16.57958 16.12564 15.78334 0.09721901
1237665429167538962 205.413989047102 28.6462315245003 24.33639 22.34761 20.73938 19.778 19.17073 0.4929432
1237665429167603852 205.493349550839 28.7271420403703 23.9024 22.14796 20.42407 19.54806 19.1136 0.4744538
1237665429167603890 205.497160356265 28.6166602836126 24.71546 22.90877 21.03921 20.08138 19.66055 0.5326201
1237665429167604476 205.535042990534 28.6761598360304 26.09838 22.05711 20.24601 19.42457 18.97995 0.4868491
1237665429167669828 205.670975079874 28.6021165931905 26.35078 22.56932 20.8699 19.72459 19.25486 0.5712004
1237665441519829121 205.371519650259 28.0787878829114 23.5525 21.87013 20.34173 19.4662 19.17881 0.4695269
1237665441519829357 205.337539800518 28.0990244173924 23.77247 20.5853 18.88438 18.31399 17.99708 0.3339808
1237665442056832306 205.78652791576 28.3876694787019 19.13779 17.11845 16.23657 15.7864 15.48404 0.0757658
1237665442056833077 205.730882733111 28.4569383645176 24.20201 21.18907 19.40989 18.76443 18.34238 0.3801523
1237665442056833508 205.696568518053 28.4962718852525 24.50932 22.46425 20.65838 19.61635 19.19394 0.5843035
1237665428093796579 205.325138060124 27.9045545755556 19.52094 17.79616 16.99114 16.66271 16.35697 0.1053999
1237665428093862018 205.480061014148 27.8949167973361 18.70593 17.48521 16.81726 16.48321 16.24721 0.139527
1237665428093862041 205.384165055796 27.9591249069745 21.0266 19.08041 17.57953 17.02977 16.65473 0.2863025
1237665428093862490 205.466932893046 27.8780769352265 22.68772 22.11773 20.32882 19.52744 18.97441 0.4671688
1237665428093927602 205.568046626083 27.9113624897334 21.89901 20.18188 18.61945 18.03131 17.64074 0.304878
1237665428093927610 205.590789099556 27.9363074181836 21.71931 19.75563 18.1472 17.56809 17.13667 0.3067871
1237665428093927909 205.592216823785 27.9115044032252 23.2944 21.60724 20.5538 19.76638 19.48288 0.5725558
1237665428093928141 205.572998320135 27.8945355805071 23.63953 23.69501 21.81469 20.53168 19.89167 0.7695336
1237665428630536378 205.021499950476 28.3798395883462 19.1341 18.26874 17.99928 17.8588 19.48632 0.01548099
1237665428630536781 205.057531233807 28.448808678689 26.46783 22.27043 20.52603 19.38617 18.85664 0.5973821
1237665428630536853 205.055747623281 28.3057727974634 24.66752 22.2998 20.34699 19.53798 18.88553 0.4619707
1237665428630602167 205.089728579139 28.4358167404824 24.10611 22.23859 20.48812 19.54237 19.17776 0.5977998
1237665428630602458 205.189629084372 28.3884635029989 23.29267 21.60882 20.04743 19.21953 18.86026 0.5327237
1237665428630669419 205.280633480145 28.2664161096072 25.51763 22.45436 20.5495 19.72088 19.25873 0.4671794
1237665428630929473 205.931565565518 28.3267353458333 18.50762 16.94606 16.17353 15.7911 15.47398 0.0744736
1237665428630929512 205.995730305582 28.260443134657 18.69215 17.40921 16.86157 16.58554 16.40777 0.03895229
1237665428630929516 206.010506996856 28.3115668918689 20.18969 18.43627 17.41677 16.89572 16.50297 0.1171074
1237665428630929543 206.071882967925 28.306481747073 19.91094 18.09102 17.07133 16.61756 16.2497 0.1174921
1237665428630929549 206.034876281836 28.1092750464454 19.2902 18.0015 17.4195 17.10657 16.95915 0.07572602
1237665429167472662 205.284906426656 28.7784122813378 18.61232 18.05886 17.7244 17.262 17.4852 0.1675686
1237665429167472788 205.289045597886 28.785989493077 24.60172 22.19519 20.23346 19.30762 18.9236 0.4884651
1237665429167473260 205.252697604652 28.7623301921687 22.63671 21.77171 19.96729 19.06485 18.43603 0.487634
1237665429167473414 205.302430039753 28.8151091527756 23.79795 21.52441 20.30667 19.58249 19.13044 0.488763
1237665429167538270 205.357656122428 28.8391183968223 19.00512 17.76056 17.08019 16.73519 16.51983 0.1106961
1237665429167538342 205.401694023569 28.6674210602017 19.77589 17.84033 16.89502 16.47323 16.13527 0.09721437
1237665429167538660 205.320056210617 28.6524292186352 23.50244 21.52396 19.62931 18.72898 18.20212 0.4840153
1237665429167603917 205.562600526995 28.8136328088726 23.77673 20.72391 19.17752 18.39916 17.87551 0.4680644
1237665429167604457 205.556313546705 28.8105178685566 22.25207 21.64744 20.40841 19.63667 19.01796 0.4644052
1237665429167604489 205.567626833377 28.8112320495138 23.38215 21.3583 19.66677 18.82757 18.39396 0.464305
1237665429167604627 205.579052989297 28.6860491810173 23.38054 21.90192 20.25165 19.4077 18.94398 0.4731731
1237665429167604636 205.606392741541 28.8087326763021 26.14377 21.78793 20.64727 19.80184 19.6558 0.5441238
1237665429167604764 205.643908725145 28.8039716333989 24.81449 20.60244 18.80529 18.12641 17.64995 0.3819841
1237665429167605109 205.656961911737 28.7783601188462 22.25047 21.53776 19.69334 18.6409 18.21765 0.5928277
1237665429167669744 205.682222373258 28.7699509811538 24.15439 22.00188 20.71592 19.83199 19.32161 0.5701945
1237665429167669783 205.676371175562 28.6988218570986 22.62532 21.36371 19.51928 18.65652 18.19742 0.4953747
1237665429167669827 205.688795841177 28.6974004595726 24.45638 22.63904 20.82403 19.8837 19.40584 0.5691614
1237665429167669860 205.695316205389 28.6654952647505 24.05314 22.34572 20.47398 19.66981 19.27908 0.492996
1237665429167669920 205.705613567717 28.64355782678 25.60746 22.21749 20.46848 19.59248 19.08615 0.4952285
1237665429167670010 205.725698450067 28.610495451212 24.25946 22.21365 20.33622 19.36535 18.8756 0.4966492
1237665429167670411 205.724414646194 28.5867939594496 23.66205 21.81187 20.36901 19.35804 18.71321 0.605244
1237665429167734944 205.957041716785 28.6738411099882 24.01062 22.549 21.03721 19.929 19.65108 0.5320354
1237665429167735477 205.938225235715 28.6069287828288 23.78438 22.07931 20.29791 19.45782 19.12862 0.468202
1237665429167735538 205.967078127444 28.6609049114104 25.75044 22.22239 20.77249 19.67906 19.14132 0.5688398
1237665429167800335 206.008905483957 28.6458496531854 20.56419 18.66209 17.74282 17.35522 17.03553 0.1104957
1237665429167800429 206.010633359378 28.5460209128215 19.12203 17.81061 17.1055 16.73678 16.48008 0.1181627
1237665441519698105 204.978067652754 28.2066007766991 20.44597 18.75743 17.73855 17.2618 16.88726 0.193249
1237665441519698795 205.005255542872 28.1463682155688 24.23812 22.7498 20.97348 19.89879 19.29486 0.5564079
1237665441519829885 205.389422553403 28.1652705890734 22.28068 21.38627 20.31341 19.60097 19.33722 0.4959882
1237665441519894697 205.426991030127 28.0619823516013 18.42373 17.06291 16.26922 15.82234 15.50976 0.1058359
1237665441519894770 205.483947538244 28.1264376791253 25.50578 22.93239 20.75444 19.62407 19.26424 0.5881317
1237665441519894800 205.474476220203 28.030169798599 19.36436 17.51567 16.53504 16.10469 15.76303 0.1052686
1237665441519894848 205.513682636617 28.0893183078869 20.77868 18.8565 17.6896 17.22437 16.87367 0.1665196
1237665441519960218 205.616392116779 28.079562135354 18.61055 17.50448 17.10568 16.83961 16.71597 0.05048689
1237665441519960227 205.643020479938 28.1052496045928 18.86216 17.63117 17.11291 16.793 16.61455 0.0759531
1237665441519960280 205.669775875745 28.0490057598101 21.14724 18.92129 17.70812 17.21333 16.83661 0.1655712
1237665441519960624 205.629924554831 28.1010057324723 22.86673 21.55172 19.84224 18.85747 18.37533 0.4953468
1237665441519960693 205.650844339356 28.0866599711124 22.82422 20.76782 19.10181 18.46207 18.02816 0.3745589
1237665441519960746 205.671285739879 28.0800753815724 24.99164 21.98992 20.35303 19.47845 18.93269 0.4635547
1237665441519961088 205.707076278011 28.0767770662597 26.64645 23.02646 21.29515 20.01996 19.5409 0.72257
1237665441520025653 205.874566922281 28.0559328179854 18.20092 17.87036 17.33558 16.92164 16.78471 0.2275464
1237665441520025810 205.840321559127 28.0506562570614 20.82537 19.17236 17.80066 17.27056 16.95805 0.2304776
1237665441520025819 205.831629802355 27.93058328508 22.02685 20.56573 18.86293 18.16141 17.76708 0.4121227
1237665441520025839 205.881606403703 27.9582397952243 21.3145 19.44827 18.03279 17.49072 17.10773 0.247483
1237665441520091291 205.916178807316 28.0383341990109 20.79532 19.10313 17.64502 17.10418 16.8129 0.2340249
1237665441520091300 205.938159420091 28.0999461767844 20.96847 18.81368 17.4869 16.97526 16.6873 0.2312702
1237665441520091516 205.925529107161 27.9650452653865 25.00105 21.28165 19.30075 18.68925 18.42483 0.3822421
