objid ra dec u g r i z redshift
1237667323797635331 194.640700738303 27.6746470263082 20.47571 18.61315 17.57855 17.18322 16.93116 0.1887735
1237667323797700711 194.915871448621 27.5764682429795 17.1587 16.11705 15.74592 15.57805 15.44075 0.01671366
1237667323797701145 194.83372270399 27.5810123566721 26.26877 21.75907 19.56671 18.86217 18.50215 0.4279219
1237667323797831849 195.219300849351 27.6372851374481 21.7571 19.99907 18.48033 17.91187 17.63083 0.2764964
1237667323797832474 195.294611487397 27.6684150190394 24.37302 22.34028 20.74705 19.81329 19.17752 0.5143543
1237667324334440540 194.490495431318 28.0617799443065 16.96789 15.87782 15.39091 15.10506 14.89471 0.02713996
1237667324334571535 194.881003677847 28.0465992544692 17.5459 15.23153 14.40057 14.13706 13.88645 0.02307543
1237667324334571539 194.869681248126 28.0405136075276 18.20892 16.25861 15.43664 15.09642 14.84072 0.01875564
1237667324334571629 194.860799722999 27.9984691467867 18.09124 16.33075 15.57279 15.18918 14.90816 0.02224383
1237667324334571631 194.854357356228 27.9967289738234 19.69301 17.60955 16.87941 16.5013 16.26829 0.01828161
1237667324334571840 194.964420679528 28.0734807455189 18.88881 17.09958 16.33121 15.96352 15.69099 0.02498956
1237667324334571861 194.990049152277 28.0650983643497 18.93341 17.28432 16.60643 16.25299 16.01452 0.01948424
1237667444048461985 194.486651063255 27.9917515629554 17.87544 17.17692 17.02786 17.03846 16.87458 0.01522599
1237667444048462668 194.496952144401 27.8804063445135 24.16573 22.0894 20.59201 19.69144 19.12533 0.546165
1237667444048527502 194.510120371264 27.8504692440752 19.34796 17.42425 16.57874 16.16144 15.85742 0.06554989
1237667444048527503 194.507132605443 27.853558843558 18.51391 16.80279 16.08529 15.70631 15.4298 0.01897641
1237667444048593359 194.839209063327 27.9735636126666 18.77449 17.0782 16.37422 16.0253 15.77668 0.020206
1237667444048658526 194.85618926293 27.9732025361547 17.87573 16.09023 15.29822 14.91355 14.64339 0.0203301
1237667444048658529 194.855528183487 27.9679287193778 18.11848 16.25928 15.45271 15.0791 14.80128 0.02570544
1237667444048658536 194.85556975845 27.934486844629 19.25179 17.57814 16.87133 16.55045 16.31589 0.02531135
1237667444048658635 194.907950386419 27.9073190203884 17.22689 15.37539 14.55055 14.15343 13.8371 0.02671096
1237667444048658808 194.936228016098 27.8897619487945 19.33815 17.76295 17.05694 16.71971 16.44641 0.02270657
1237667444048658912 194.959090899154 27.9126352963017 19.71703 18.18306 17.48249 17.13521 16.91094 0.02417115
1237667444048723983 195.033861806617 27.9769409339441 14.38514 12.34633 11.52409 11.22058 10.84526 0.02150175
1237667444048723984 195.068828687318 27.9675072207259 17.0715 15.35325 14.60352 14.30967 14.06118 0.01547031
1237667444048723989 195.025435148088 27.9783006688951 16.67795 14.87184 14.17511 13.99519 13.80917 0.0254602
1237667444048723996 195.015612955412 27.9647056871805 19.10126 17.20739 16.40104 16.0264 15.91872 0.01777885
1237667444048724001 195.043119877119 27.9590680068198 19.76697 18.02793 17.51078 17.23524 16.93896 0.02111432
1237667444048724004 195.031143008716 27.9580695258027 19.76677 17.47298 17.06999 16.51571 16.44822 0.02071731
1237667444048724058 195.023672430569 27.9264637304653 20.1095 18.31403 17.74396 17.43548 17.26918 0.02653266
1237667444585398354 194.62295618594 28.301121257974 18.20572 16.56734 15.81215 15.53859 15.13511 0.01969534
1237667444585398712 194.593522103118 28.2484929474556 26.82085 21.82037 20.16058 19.32141 19.01748 0.4610176
1237667444585595059 195.184284089138 28.3372650778368 16.92377 15.19825 14.4373 14.06487 13.73953 0.02640828
1237667444585660575 195.344906519909 28.1960359786215 17.38426 15.52895 14.77109 14.39882 14.10128 0.02536228
1237667444585660600 195.359800476381 28.2207793334115 20.4287 18.42724 17.34207 16.90627 16.53412 0.1523012
1237667444585660606 195.363800424766 28.1821369635008 20.04961 18.09644 16.9823 16.51222 16.13988 0.162743
1237667444585660907 195.276495049354 28.3034238221076 22.44872 20.93382 19.29214 18.63577 18.2242 0.3733957
1237667444585660989 195.30461043911 28.2413250587169 22.2746 20.83986 19.38343 18.87275 18.44625 0.2876221
1237665440442089547 194.83755025456 28.4414771457149 19.23372 17.63666 16.90881 16.56899 16.32354 0.02189435
1237665440442155078 195.092326648942 28.4007256412778 17.01042 16.75491 16.37768 15.86071 15.80912 0.09116947
1237665440442155264 195.08282312485 28.4392284379375 19.92065 18.45471 17.78102 17.47475 17.30904 0.02369337
1237665440442155684 195.026055259467 28.4340643043938 24.64882 22.96744 21.0159 20.07474 19.59212 0.5312735
1237667323797569660 194.502862147896 27.8033062721655 20.21525 18.19894 17.1936 16.77634 16.43403 0.1120438
1237667323797569720 194.57008695939 27.7296739255664 18.49941 16.95292 16.24401 15.83933 15.55521 0.06823571
1237667323797569737 194.57992274172 27.7620674886796 18.20219 16.62283 15.93298 15.57395 15.31138 0.01818292
1237667323797570005 194.490246273184 27.7417041817074 21.83383 20.23958 18.66771 18.06829 17.71503 0.3234582
1237667323797570169 194.548805627558 27.6906756089024 25.65492 22.5293 20.48913 19.35755 19.01555 0.5971437
1237667323797635081 194.631665977553 27.6734902148805 18.11027 16.35757 15.58827 15.19718 14.91869 0.02306956
1237667323797635092 194.646608284453 27.5964087447911 15.55081 14.17146 13.50287 13.13581 12.85175 0.02564392
1237667323797635203 194.717062697822 27.785051268915 17.04846 15.26748 14.51565 14.10544 13.82443 0.01885658
1237667323797635256 194.781212164653 27.7677646279861 17.29912 15.4328 14.65142 14.24708 13.97746 0.02121973
1237667323797635257 194.784165684235 27.7841176992858 16.64039 14.73416 13.93037 13.49947 13.19974 0.02344777
1237667323797635258 194.778525156343 27.772454893581 18.92367 17.22174 16.48382 16.10402 15.89487 0.02083039
1237667323797635436 194.66798010818 27.6650406884127 21.90999 19.38533 17.82536 17.26731 16.93469 0.2829781
1237667323797635452 194.752252253898 27.7674254729732 19.76182 18.58019 17.67658 17.24243 16.92958 0.2285847
1237667323797635670 194.657926303841 27.6844707610288 23.12368 22.0386 20.83331 19.82608 19.48814 0.6079314
1237667323797700611 194.806238402606 27.7745923031048 17.04775 15.20765 14.41999 14.01892 13.75777 0.02276696
1237667323797700661 194.827255275185 27.5935943619426 18.19309 17.00343 16.65007 16.49159 16.44106 0.01744308
1237667323797700685 194.865752195055 27.6362922486144 16.30513 15.45555 15.53589 17.16007 17.28334 -0.0006262296
1237667323797700769 194.826472019194 27.7157317832014 19.01295 17.44312 16.73638 16.38217 16.14339 0.02225661
1237667323797700818 194.907439168743 27.7025874767897 20.36666 18.50344 17.46435 17.0288 16.6772 0.1271188
1237667323797700828 194.922146327326 27.6598262233116 17.49995 15.81591 15.03935 14.64811 14.39596 0.02251487
1237667323797700847 194.937274299724 27.7372044108505 18.50765 17.23706 16.64248 16.30861 16.11703 0.08167683
1237667323797700859 194.793670655689 27.6051680800757 21.17783 19.44869 18.08951 17.53089 17.14799 0.2113593
1237667323797701161 194.848992247313 27.6807368784624 24.67938 22.57784 20.64096 19.47039 18.9342 0.6495194
1237667323797766302 195.043379366094 27.5949975687863 17.95028 16.33189 15.58514 15.22353 14.96292 0.01865591
1237667323797766367 195.098931645622 27.6631009313925 24.15986 20.74417 18.87375 18.24659 17.84896 0.3783316
1237667323797766553 194.996474255883 27.741253608622 22.53482 22.13998 20.87242 19.74968 19.39977 1.147704
1237667323797766845 195.086095366886 27.64841136414 22.77739 21.28 19.39319 18.7446 18.38786 0.3760988
1237667323797766854 195.096669407237 27.7342303704288 22.13285 21.83788 21.0625 19.8184 19.40998 0.8088148
1237667323797831766 195.18835503955 27.7470167568079 19.56878 18.06635 17.56057 17.31568 17.14826 0.03112869
1237667323797831800 195.243237908893 27.6520880376846 17.14125 15.49305 14.77763 14.43526 14.19267 0.01737385
1237667323797831972 195.27423272777 27.7088828190497 20.06968 18.42316 17.75173 17.49237 17.24548 0.0291256
1237667324334440484 194.625853247565 28.0147532588365 16.38157 14.5698 13.78393 13.38037 13.10502 0.02383802
1237667324334440561 194.539734936583 28.1849698830784 19.35682 18.12595 17.61992 17.26096 17.02434 0.04415191
1237667324334440570 194.5575086563 28.18254540836 16.91628 15.24012 14.50901 14.12917 13.87185 0.02395133
1237667324334440628 194.572521731627 28.040079736476 19.28084 17.61971 16.92653 16.55096 16.29012 0.02065441
1237667324334440631 194.575458030489 28.0705323550505 20.64025 18.37481 17.25847 16.78826 16.43855 0.1573539
1237667324334440670 194.606368891531 28.1289242149285 17.11033 16.09477 15.66263 15.40301 15.20162 0.02736316
1237667324334440699 194.632953267341 28.0496133708017 17.97205 16.26281 15.51751 15.13092 14.836 0.01903112
1237667324334440764 194.582201586932 28.0948417548843 19.58189 17.54148 17.19524 17.09835 17.2716 0.02392415
1237667324334506238 194.673441404299 28.1854913425803 19.49325 17.80676 17.12463 16.75904 16.49357 0.02682729
1237667324334506354 194.834179578419 28.1979236032646 17.90968 16.23833 15.47786 15.09727 14.81795 0.03156341
1237667324334506769 194.787268998495 28.1998588553273 22.60696 22.94777 20.67944 19.81988 20.42174 0.5169972
1237667324334702646 195.203326003536 28.1583432200996 15.89186 14.09528 13.29176 12.85857 12.583 0.01936991
1237667324334702681 195.202694947263 28.0907359510681 16.54008 14.667 13.8521 13.42195 13.09182 0.02324185
1237667324334702748 195.226908523941 28.0076343788986 15.75418 13.84129 13.0523 12.62324 12.29495 0.01662251
1237667324334702750 195.227620012473 27.9975893575564 24.02479 19.28771 17.79797 17.21261 16.81388 0.3022372
1237667324334702943 195.280675081039 28.1215670235636 19.68995 18.27377 17.62759 17.2197 17.0233 0.1520883
1237667324334702984 195.3243468103 28.0970738403029 19.90666 18.18926 17.48994 17.12665 16.92632 0.02682218
1237667324334703375 195.28501003249 28.097345915187 22.43405 21.2887 20.32431 19.55554 19.07762 0.5713024
1237667324334768368 195.396838730792 28.1469487080879 19.22079 17.6053 17.01215 16.70065 16.47588 0.01759234
1237667324334768376 195.403178036857 28.057782633532 20.21195 18.22651 17.2865 16.86072 16.52222 0.09851316
1237667324334768379 195.40552168312 28.015768482572 19.32855 17.78703 17.04533 16.69801 16.40376 0.02383511
1237667443511787630 194.852450813482 27.5173376035386 19.14425 17.78726 17.21184 16.91525 16.69262 0.01965179
1237667443511853122 195.016882581654 27.5126877045697 19.14132 17.88678 17.23935 16.87043 16.5845 0.1272077
1237667444048461897 194.447097149202 27.8333090310031 17.38923 15.59799 14.83498 14.43712 14.16918 0.02018767
1237667444048461951 194.438760194975 27.9059772090452 19.25643 18.00584 17.58319 17.33132 17.18377 0.02702302
1237667444048462547 194.444417178614 27.8716592523491 24.93911 21.68194 20.42977 19.4354 19.03983 0.5250039
1237667444048527371 194.514623549089 27.8149479248248 17.37572 15.54642 14.74229 14.30824 14.0787 0.0237746
1237667444048527399 194.590959124511 27.9677800668307 16.62545 14.85468 14.05896 13.62781 13.3261 0.0200533
1237667444048527401 194.595255037724 27.9716050449311 21.80391 18.7765 18.07129 17.19209 17.01852 0.0001211388
1237667444048527597 194.632082674379 27.8528724362135 20.68442 18.74958 17.45815 16.9451 16.59537 0.2095207
1237667444048527603 194.635524202089 27.8497274212041 20.70546 18.9533 17.73955 17.39108 17.05187 0.158717
1237667444048527610 194.64071291651 27.8367690292763 19.23433 17.73252 17.07568 16.73754 16.50539 0.01503399
1237667444048527840 194.650332407679 27.8728881695377 19.47641 18.08342 17.39695 17.08869 16.83411 0.02366776
1237667444048592910 194.703028629222 27.8104347473267 16.58498 14.73923 13.94722 13.53746 13.24083 0.01974443
1237667444048592948 194.733084586482 27.8333724028731 16.20967 14.84674 14.15626 13.76769 13.44168 0.02510278
1237667444048593206 194.693613491217 27.9017945906174 19.43615 17.47629 16.39689 15.9089 15.55692 0.1579231
1237667444048789843 195.228212911853 27.8420078785302 18.64128 16.97364 16.25338 15.89612 15.647 0.02362565
1237667444048789947 195.219678297285 27.825628313379 19.22087 18.02575 17.46053 17.12644 16.98514 0.4536214
1237667444048790245 195.273887396113 27.9402837605939 21.55519 21.38286 20.28389 19.45403 18.95618 0.5796022
1237667444585332850 194.523281625983 28.2425914979005 15.61214 14.50418 13.74121 13.34591 13.04179 0.02398841
1237667444585463921 194.751377287711 28.4060601592554 19.82206 17.93512 17.05188 16.64545 16.31842 0.08709665
1237667444585529680 194.935673684688 28.2565255813047 19.6352 18.49152 17.82103 17.50137 17.25436 0.02630129
1237667444585529703 195.025649843962 28.2521831548175 19.77466 17.59729 17.18436 17.06415 17.46061 0.02121929
1237667444585594903 195.074696936135 28.2023981846296 15.69563 13.82683 13.00685 12.59521 12.26838 0.02844437
1237667444585595135 195.07542175011 28.236517187724 25.79867 21.06156 19.3308 18.65767 18.27401 0.3693378
1237667444585660515 195.242798249735 28.3613201502061 19.71876 18.11835 17.22779 16.73446 16.36483 0.1435738
1237665440442024050 194.758987899542 28.4684089139317 20.92267 18.76565 17.58329 17.12154 16.78726 0.1836596
1237665440442089553 194.846473955767 28.4885986082148 17.38275 16.25607 15.80773 15.55946 15.36865 0.0233463
1237665440442089601 194.92210604102 28.5071954081152 17.37988 15.73116 15.01024 14.66551 14.42318 0.02748123
1237665440442089845 194.852211058315 28.5055867640396 23.29702 24.01097 21.24657 20.00054 19.30315 0.6401739
1237665440442090194 194.899118861805 28.5074226577981 22.64169 22.33439 20.47848 19.32626 18.73186 0.6435075
1237665440442155277 195.104984231628 28.4458219305836 22.29762 20.39851 18.63432 17.93522 17.47331 0.4367336
1237665440442155329 195.059240607119 28.458065617984 20.03637 18.43085 17.74685 17.44919 17.26569 0.02610259
1237665440442220646 195.171933214919 28.4550079088658 19.98806 18.40231 17.47367 17.01342 16.73616 0.1445744
1237665440442220653 195.182794751115 28.4163326671077 18.42279 16.83887 16.10275 15.74735 15.50617 0.02092743
1237665440442220666 195.198940403089 28.4061455445326 18.95408 17.76945 17.2848 16.97094 16.83143 0.06196388
1237665440442220669 195.202404338467 28.4143169942029 19.97078 17.90627 16.83613 16.39637 16.04534 0.1436567
1237665440442220671 195.21150339484 28.4199402724916 20.92563 19.07503 17.73537 17.24807 16.94213 0.2216189
1237665440442220680 195.243780600439 28.3931211710424 20.07736 18.48886 17.6656 17.28095 17.00615 0.091162
1237665440442220887 195.204632395163 28.4637010323413 26.28472 20.87909 18.93093 18.31473 18.01411 0.3962415
1237667323797504116 194.449859214161 27.7265406166961 18.94511 17.2035 16.38634 15.94534 15.61778 0.06990344
1237667323797504263 194.449426305336 27.7694430498542 18.38123 16.77361 16.06115 15.71053 15.44612 0.01928272
1237667323797504735 194.426430547588 27.8109664461697 25.3631 22.37652 20.42351 19.49202 18.97151 0.5148176
1237667323797569615 194.467957077422 27.7396342965229 19.7889 18.07487 17.37407 16.99744 16.84629 0.02310237
1237667323797569678 194.514658215946 27.6824484424478 18.9866 17.20161 16.40154 16.01726 15.71457 0.02412642
1237667323797569716 194.568852799584 27.8025525824529 19.73021 18.07865 17.33496 16.99119 16.67381 0.01899429
1237667323797635139 194.697502907385 27.6747155281864 16.4106 14.54548 13.73456 13.32183 13.06268 0.02796219
1237667323797635239 194.74209739561 27.5947022616929 17.55071 15.70385 14.91856 14.51399 14.22828 0.02004855
1237667323797635381 194.740101235823 27.7854263831986 17.76554 16.17741 15.49055 15.12093 14.87915 0.02314709
1237667323797635651 194.648510771101 27.7112161942025 24.18934 22.552 20.72995 19.71409 19.19997 0.5145792
1237667323797635912 194.751730631518 27.745702865136 25.34085 21.89819 20.26137 19.2988 18.8272 0.5206225
1237667323797700647 194.792934763667 27.6198568815559 17.77135 15.99839 15.22207 14.83095 14.5658 0.0191456
1237667323797700726 194.946451164238 27.7103012496549 16.30031 14.57637 13.80468 13.41368 13.1468 0.02798339
1237667323797700852 194.942830676961 27.7462498819642 19.24563 17.85508 17.5057 17.36007 17.22861 0.03240589
1237667323797700948 194.883652578174 27.720454898114 20.10193 18.32539 17.60911 17.27211 17.04726 0.02561127
1237667323797766231 194.983802169718 27.7463121847336 17.6224 16.48909 16.1708 16.00019 15.82999 0.02975941
1237667323797766282 195.027780473912 27.7211090396897 20.31759 18.71193 17.61835 17.16911 16.79223 0.145541
1237667323797766297 195.052839425662 27.7198273469756 21.24037 18.89519 17.75741 17.31337 16.95099 0.1454265
1237667323797766322 195.083842235503 27.6157056444687 20.38009 18.51011 17.44562 17.006 16.68513 0.1449893
1237667323797766335 195.115212128925 27.6252079545514 18.76087 17.1691 16.45797 16.10396 15.87888 0.01959315
1237667323797831683 195.140293052601 27.6377481134484 15.92783 15.11517 14.81257 14.64726 14.49516 0.02496448
1237667323797831757 195.148647771326 27.5742246087578 17.64731 15.88674 15.12892 14.7301 14.43757 0.01699532
1237667323797831830 195.296753635262 27.7425054003825 19.5843 18.08602 17.38565 17.08125 16.81864 0.0245768
1237667323797831951 195.227631989565 27.5505368884781 25.81058 20.58228 18.90364 18.26172 17.92652 0.3663688
1237667323797897301 195.301202241521 27.6044757395884 18.00761 16.24001 15.4779 15.11119 14.8508 0.02519144
1237667323797897314 195.313343365527 27.6692238692861 18.82668 17.17133 16.45309 16.10232 15.8484 0.02355825
1237667323797897332 195.360760104802 27.6436554760992 19.2926 17.91733 17.21941 16.79028 16.52124 0.06824478
1237667323797897347 195.402158503685 27.7079322687571 19.00535 17.41273 16.71266 16.38369 16.13731 0.02639038
1237667323797897365 195.451200488784 27.728445415835 19.73693 18.13461 17.47797 17.15296 16.97063 0.01828631
1237667323797898052 195.376879380506 27.7439994707093 23.55691 22.37778 20.0588 19.01474 18.53515 0.5871659
1237667324334374981 194.452787509385 28.1804376651961 17.17724 15.35762 14.59445 14.20825 13.91482 0.02411293
1237667324334374983 194.459317213307 28.1703586701334 18.17138 17.18055 17.06565 16.97388 16.88202 0.02307632
1237667324334375061 194.407392504317 28.1457869307458 20.44555 18.43637 17.33685 16.86767 16.49515 0.1506074
1237667324334375073 194.404965641425 28.0403833915592 19.17171 17.5764 16.94284 16.60832 16.33158 0.02144919
1237667324334375082 194.44460838859 28.1407845880535 18.14766 16.44756 15.75313 15.40981 15.13596 0.02138568
1237667324334440525 194.658027412148 28.115108547599 24.91706 23.3736 22.34725 21.1209 20.51252 0.0003489332
1237667324334440917 194.526236591112 28.2129783262698 25.71712 21.91998 20.61131 19.71495 19.25837 0.542433
1237667324334506112 194.791284723289 28.1644982635632 20.36849 18.16009 17.59629 17.29842 17.19918 0.02867174
1237667324334506263 194.700641382632 28.0187270423906 19.29011 17.6292 16.93997 16.61089 16.35446 0.02361731
1237667324334506271 194.711518887119 28.084012294428 17.67232 15.91022 15.14639 14.76117 14.4755 0.02026107
1237667324334506273 194.70858085858 28.0539881146681 20.41441 18.45844 17.39846 16.95344 16.63249 0.1522499
1237667324334506316 194.769894490808 28.050385181144 18.70804 17.01582 16.29781 15.93935 15.66005 0.0268922
1237667324334506328 194.798101913639 28.0092670145872 19.17675 17.30536 16.57413 16.2045 15.9404 0.022995
1237667324334506349 194.823356557482 28.1845852209336 20.22328 18.2794 17.18289 16.73662 16.43698 0.1594996
1237667324334506569 194.69372463435 28.0481767808044 24.57358 21.85421 20.09315 19.31405 18.81482 0.4614175
1237667324334506876 194.818330439507 28.1197060294274 25.77917 22.48712 20.84958 19.79684 19.34942 0.5159007
1237667324334507016 194.813765184585 28.1035491022691 23.54935 22.62253 20.88255 19.62468 19.25723 0.6521246
1237667324334571542 194.868558602868 28.0853816243636 20.45658 17.91468 17.18814 16.98563 16.95446 0.01240529
1237667324334571543 194.834154531916 28.0742820149857 19.02452 16.80056 16.01684 15.72006 15.49812 0.02388773
1237667324334571570 194.88166718857 28.1005372886332 23.04523 18.35041 17.60965 17.348 17.95424 0.02477923
1237667324334571599 194.843292997865 28.1292072542293 20.84355 18.87687 17.90979 17.39661 17.3979 0.194233
1237667324334571778 194.85757252736 28.1869812889316 18.89708 17.21086 16.48006 16.11527 15.84747 0.02576436
1237667324334571792 194.906189523784 28.1661318229143 18.71428 17.0093 16.29875 15.93774 15.68538 0.01908395
1237667324334571822 194.933937594399 28.1763141499568 19.49845 17.79254 17.072 16.73707 16.47917 0.02771238
1237667324334571829 194.949036315187 28.0978860776139 20.03379 18.44027 17.75051 17.39725 17.17986 0.02126406
1237667324334571838 194.965661055957 28.0985259626968 18.95726 17.13949 16.4085 16.02549 15.73754 0.0255109
1237667324334637131 195.033291420504 28.0785665794051 17.27399 15.3977 14.6027 14.16535 13.84476 0.0241407
1237667324334637140 195.053597316367 28.0754960767726 17.54206 15.71611 14.94707 14.54585 14.26242 0.02503316
1237667324334637152 195.061432511804 28.0412967618399 17.25021 15.43362 14.66767 14.24854 13.95206 0.01912005
1237667324334637189 195.092229986845 28.0470066522391 16.97609 15.13813 14.37234 13.96629 13.67711 0.02727107
1237667324334637227 195.14821762379 28.1461247303819 17.21358 15.43914 14.73493 14.33715 14.0738 0.01821857
1237667324334637239 195.157753401422 28.0579667043299 16.54405 15.47385 14.99273 14.64802 14.30968 0.02552748
1237667324334637274 195.017693318247 28.1551072997548 19.61666 17.77264 17.11055 16.75231 16.54024 0.02191547
1237667324334637287 195.036359581666 28.1598544397986 18.08786 16.21673 15.49222 15.09995 14.8491 0.0248898
1237667324334637325 195.046407327549 28.0652464756339 19.28296 17.69565 16.98452 16.62393 16.37693 0.02454435
1237667324334637329 195.055934007069 28.0532871733911 20.0486 18.07463 17.5831 17.29564 17.12518 0.02716134
1237667324334637347 195.070941550461 28.0639110954918 17.85592 16.04005 15.27375 14.87119 14.58097 0.02047269
1237667324334637348 195.076426777658 28.0592879095769 19.60471 18.03475 17.45122 17.15465 17.01253 0.03324928
1237667324334637362 195.078668217442 28.0093072096625 19.51664 17.7935 17.04941 16.66047 16.3872 0.02068225
1237667324334637391 195.125788523701 28.160047467501 19.87155 18.03459 17.37386 17.01571 16.80554 0.02358335
1237667324334637458 195.143073990054 28.0536018706722 22.95752 20.56118 18.90069 18.28794 17.90687 0.3860354
1237667324334702605 195.161501298104 28.0145264723081 17.20795 15.35862 14.664 14.19718 14.01497 0.02535291
1237667324334702708 195.213150464359 28.047138912347 18.47201 16.54981 15.85128 15.51661 15.34525 0.0211638
1237667324334702869 195.170195160203 27.996603683333 17.04858 15.22078 14.4312 14.03467 13.72199 0.02363859
1237667324334702870 195.167524167036 28.0035744406938 25.3972 22.07907 19.86338 19.08559 18.55841 0.4619161
1237667324334702891 195.185975738576 28.1006362363386 17.84306 16.07844 15.32229 14.93665 14.64726 0.0220089
1237667324334702937 195.273564433518 28.0620566170493 19.13371 17.70729 17.1803 16.91357 16.76915 0.02479465
1237667324334703026 195.178080370563 28.0899081945684 23.76668 20.49526 18.87062 18.24985 17.85459 0.3676474
1237667324334703407 195.287552152426 27.9826196427907 23.56274 22.18872 20.50575 19.67631 19.27592 0.4662706
1237667324334768181 195.445895537393 28.0950007423925 16.86243 14.88734 14.09249 13.69052 13.38925 0.01935221
1237667324334768238 195.489890492377 28.0058364651789 16.14003 14.20773 13.34267 12.87827 12.5191 0.02574884
1237667324334768405 195.466007185007 28.1390167161031 19.04375 17.59108 16.9292 16.54825 16.26005 0.09620699
1237667324334768906 195.483162548054 28.0926401393577 23.61496 22.52105 20.79624 19.77632 19.30995 0.5141096
1237667443511656680 194.618366005634 27.5593782227087 17.6671 16.14495 15.59159 15.30937 15.07001 0.02526216
1237667443511722195 194.660041731477 27.5441002466466 17.72238 16.0213 15.25498 14.86815 14.56736 0.01991322
1237667443511722228 194.756773145703 27.5369284960213 17.81253 16.29296 15.57597 15.2185 14.97957 3.117181
1237667443511722248 194.776318124915 27.4936310277066 19.92521 18.31671 17.66668 17.32169 17.10414 0.0272337
1237667443511722280 194.692043201608 27.5024994615076 21.69512 19.40752 17.92498 17.35128 17.00584 0.2848061
1237667443511787618 194.826871648162 27.5135105493738 18.14171 16.77198 16.10956 15.7847 15.55572 0.02015118
1237667443511787670 194.938450480525 27.4510478862593 19.94983 18.24772 17.32816 16.89973 16.56074 0.1210304
1237667443511853143 195.046668052635 27.4600839822297 19.84763 18.32664 17.62506 17.28746 17.07573 0.0228227
1237667443511853161 195.0795935231 27.5537206900521 17.37244 15.48994 14.67807 14.29112 14.0211 0.01964111
1237667443511853185 195.104915287231 27.5522601288295 18.66869 17.14599 16.44295 16.07901 15.81751 0.0242378
1237667443511853192 195.111897410355 27.5155910191708 17.52603 15.81423 15.03445 14.66549 14.36938 0.02595107
1237667443511853194 195.121803628889 27.514842286231 17.39313 15.95961 15.66248 15.49807 15.38545 1.329386
1237667443511918751 195.255565222663 27.5204258304666 19.46717 17.89788 17.21748 16.85784 16.58965 0.0
1237667444048461844 194.380146145855 28.0184243568607 19.47853 18.02943 17.42334 17.07341 16.88832 0.02351467
1237667444048461862 194.460980608792 27.8794848299818 17.70106 15.88479 15.10633 14.70747 14.41653 0.02317353
1237667444048462007 194.488521185702 27.8092977884253 19.65393 17.76073 16.80455 16.40194 16.05403 0.1123694
1237667444048462541 194.450746747012 27.9617293241113 22.88808 22.6086 20.42244 19.1778 18.70473 0.6420869
1237667444048527491 194.513034672 27.9705431168273 18.02005 16.27534 15.4381 15.00383 14.64639 0.06862938
1237667444048527492 194.511940546151 27.9783497699824 19.35923 17.83108 17.14314 16.77095 16.51679 0.02190111
